Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
M,0.565,0.44,0.175,1.122,0.393,0.2,0.375,16.908393342089596
M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,10.560772463138218
F,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,13.876844446264245
M,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,16.768721134683275
F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,10.895516247740073
M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,15.224419863741618
M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13.004604940353776
F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,7.425054305281576
F,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,18.38111867919281
F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,15.559338966675593
M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,7.364035346139661
M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,11.897638185940892
F,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,15.284314558097588
M,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,16.299970062724263
I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8.789931363945348
F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13.23459691588547
F,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11.181038023660173
M,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14.067964469841613
M,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,13.37088613116999
M,0.44,0.325,0.115,0.39,0.163,0.087,0.113,5.464807745795925
F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,8.252184684888139
F,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11.557941752818476
I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,7.436894525556765
M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9.051114801567605
M,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,13.776529954558121
F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,14.772714802283113
M,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,13.590265128320517
M,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,14.584756355833264
M,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19.20202522015556
F,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,8.75066754179037
F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9.666463564231638
I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5.939039304191468
I,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,7.15744340490405
I,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,8.785040851851784
I,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,5.617029574378414
I,0.375,0.3,0.075,0.144,0.059,0.03,0.044,5.072041573549532
I,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,8.723329849877803
I,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6.444705501710687
I,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,5.0430363450285896
I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8.400927868526074
I,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,5.387696805433037
M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,5.695919326218505
F,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,7.574876007386364
I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,7.7911945606631345
F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,6.711357204782154
I,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,8.587848667474038
M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,8.95941045844841
M,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,11.107270678315949
I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,2.897756819329656
M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,12.244763109323793
M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,7.889426572702001
M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,8.987878845341188
F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,6.536370517640529
M,0.58,0.46,0.18,1.145,0.48,0.277,0.325,10.83918680327975
M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,11.668704830705432
M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,8.35923594012834
M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,13.689410605270275
F,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,3.7880369180341003
F,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,12.41820143736988
F,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,7.4526694004926455
M,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,11.35574599060121
F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,12.528014579609728
M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,7.610437001852967
M,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,9.523225873503314
F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,9.642494262046013
F,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,8.759060138309804
I,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,7.498532353661355
M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,10.063761166849588
F,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,14.091005658911898
F,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13.024947722920727
F,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,7.766574536756198
F,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,12.203728322995797
F,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,11.708321871744252
F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,11.415346309843867
I,0.205,0.15,0.065,0.04,0.02,0.011,0.013,5.9134263917093195
I,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4.941975139483232
I,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,3.801978687746489
I,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,8.655404075411258
I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5.274142270363848
I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,2.586349303744787
I,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,7.334392884045346
I,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6.485916081905743
I,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,8.862428295516025
I,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7.846129688048545
I,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,4.88303039936846
I,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,7.500156778901704
I,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,8.553357137632274
I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,8.377193305103829
I,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,5.934301833083493
I,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,4.65173732231651
I,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,5.414413307678693
I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,2.425496270710762
I,0.44,0.355,0.12,0.495,0.231,0.11,0.125,10.698256398913928
I,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,8.166574756558123
I,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,9.70055562603088
F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,8.201343968745677
F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,8.241415514613154
I,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,5.111595748059827
I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,7.894285362805982
I,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7.227920897847845
M,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,8.12586961658661
I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,6.278316111429367
I,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,5.618619725677045
M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,5.166768740752816
M,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,5.530569914980257
I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,6.097748935804502
I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,6.921610408226399
M,0.515,0.395,0.12,0.646,0.285,0.1365,0.172,6.126825945635585
M,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7.382567848299324
M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,9.68003065255647
F,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6.79969338525749
M,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6.458663937706066
F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,9.033140569899645
M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,8.916130851802322
F,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,7.888433924352435
F,0.555,0.425,0.14,0.963,0.44,0.224,0.24,3.4551330393615363
F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,6.197201230805776
F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,4.05400799537302
M,0.575,0.45,0.155,0.948,0.429,0.206,0.259,5.225752069271514
F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,6.415125045140027
F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,5.800217903421618
M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,5.559803513809857
F,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,6.563487925070295
F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,6.619669909657546
F,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,14.157271594744435
F,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,5.514613362330534
F,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,12.348107352940264
M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,8.776685543212437
M,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,10.031831198928973
F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,9.081773328199963
F,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,8.75562631879665
M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,11.945257462741433
F,0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,9.032098837587954
F,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,6.664233522347409
F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9.341011932755801
M,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,11.432118097052559
F,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,7.998933283120513
F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8.667830362296755
F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11.744545222426105
F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,7.044539696469856
M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,6.97077572767882
F,0.635,0.495,0.18,1.596,0.617,0.317,0.37,15.253764229025
F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,9.990491851588544
M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,8.320006891409792
M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,10.917024477453936
F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,7.995181496866792
M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,6.2514229178621035
F,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,11.320008760736794
M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,6.812591740540604
F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10.602081351175213
M,0.695,0.525,0.175,1.742,0.696,0.389,0.505,11.241618712463174
F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,15.99195180101382
F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,6.031497153197206
M,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,8.703289819258032
M,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,8.340000124627002
I,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4.009816476553515
I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,4.800844017299827
I,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,4.1520303394810005
I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6.260165352501268
I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,8.079720856309562
I,0.375,0.29,0.1,0.219,0.0925,0.038,0.075,3.2898703206348743
I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,7.097527473437539
I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,1.7819306070688743
I,0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,7.937912101891295
I,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,5.856985572359414
I,0.44,0.34,0.1,0.407,0.209,0.0735,0.103,5.0955306678377115
I,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7.166710908955488
I,0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,8.420129714684212
I,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,9.065571148910529
I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7.9611338759635
I,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,6.532817466017306
I,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,4.544878020814476
I,0.485,0.375,0.13,0.5535,0.266,0.112,0.157,7.720767224343501
I,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,11.15439015253795
M,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,8.573556691783649
I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,8.199912593646454
I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,7.784520641387127
M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,7.885067226012764
M,0.505,0.4,0.135,0.723,0.377,0.149,0.178,3.024978760045256
I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167,7.920672070247708
I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,5.888227937351882
I,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,5.344526523123202
I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,7.20894280655879
F,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,7.640003072732581
M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,5.8003532331170184
M,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,6.153688153252682
F,0.545,0.4,0.14,0.778,0.368,0.215,0.18,10.814537915572153
I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,5.86911934340564
F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8.318836870770252
I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8.46095779223013
M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,8.679696764415306
F,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,8.715120603318239
M,0.57,0.45,0.135,1.02,0.546,0.204,0.25,9.099109900558119
F,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,5.400668312898933
F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,7.295278237932701
M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,7.265768420116437
F,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7.377549285798045
F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,7.311431311765702
M,0.59,0.47,0.15,0.861,0.413,0.164,0.249,6.227920318896679
M,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9.321660571750943
F,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8.680935043216449
F,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,7.458573640531614
M,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,8.235125662513665
M,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,8.764686565218753
M,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,9.091041624259956
F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,6.4419586185395925
F,0.615,0.475,0.17,1.055,0.543,0.246,0.2345,6.7813030496552384
M,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,5.479331370726139
F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9.934739810017353
M,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,12.197025956768464
M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9.113869746268609
M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,5.792431777512415
M,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,10.154557740698287
F,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9.078487244308798
M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10.254500868976466
M,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,9.849339248980732
M,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,3.5309526243817038
M,0.63,0.465,0.15,1.027,0.537,0.188,0.176,9.016599703331895
M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,10.142839421471274
M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,10.394455427666191
F,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,7.91105088063879
M,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,10.161939473342311
M,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9.720287950796472
F,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10.282481278881185
M,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,7.05917635305283
F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,5.820028842191656
M,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,9.742075842970664
F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,8.608803476038371
M,0.67,0.5,0.2,1.269,0.576,0.2985,0.351,9.718883154403743
M,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,12.028775805580675
F,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,15.175392145406043
M,0.68,0.52,0.165,1.4775,0.724,0.279,0.406,8.93218224922526
M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11.730997366087234
M,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,11.262110453400865
M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,15.495922637991494
F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,12.35065524053307
M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9.828002660844996
M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,8.37783060805192
F,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12.374964074336699
M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,14.343863120148768
I,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,1.144498969815446
I,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,5.786141380536643
I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4.088792886861449
I,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,4.4016887957451285
I,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,2.0762112704691895
I,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,9.318145526962226
I,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,8.935325391674457
I,0.355,0.255,0.08,0.187,0.078,0.0505,0.058,4.796696052168171
I,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,5.861338023552788
I,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,5.862068898762519
I,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,6.986831587677881
I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,11.685368551832497
I,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,9.32897015300825
I,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,9.449872207933602
I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,7.707962700516822
I,0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7.878883831620568
I,0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7.392215601348819
I,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,6.602365682142418
I,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,9.98005458115566
I,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,7.080969049709942
I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,6.891523321228586
I,0.41,0.325,0.11,0.326,0.1325,0.075,0.101,4.528162215929246
I,0.415,0.335,0.1,0.358,0.169,0.067,0.105,6.178789361875438
I,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,6.753326661941626
I,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,10.8321599089504
I,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,4.603127105570115
I,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,10.558358698833572
M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,6.037975206209594
I,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,6.381528678671992
I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8.764356024477772
I,0.46,0.35,0.1,0.471,0.252,0.077,0.123,7.066571126080758
I,0.46,0.345,0.105,0.415,0.187,0.087,0.11,9.20678845006766
I,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,10.028884416036082
M,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11.198558728223945
I,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8.244145192109311
I,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8.563829370262916
I,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,8.718566052347395
I,0.505,0.385,0.125,0.596,0.245,0.097,0.21,9.181226508971335
I,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,4.844733495457728
I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,9.019970078110235
F,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,8.696388784324215
M,0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,7.471216333483155
I,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,8.083826997362118
I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,9.082750386070003
F,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10.13426677056126
I,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,9.186533258991625
I,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,10.910803715223825
M,0.535,0.43,0.155,0.7845,0.3285,0.169,0.245,13.30582524289484
F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,5.352436825020275
I,0.55,0.43,0.145,0.712,0.3025,0.152,0.225,8.276531494357611
I,0.55,0.425,0.145,0.89,0.4325,0.171,0.236,11.443487308989619
I,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,10.992434985828792
I,0.55,0.425,0.135,0.656,0.257,0.17,0.203,12.603725922588204
I,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,3.7960038192771677
I,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,8.6365165488258
F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,4.129525770580606
I,0.56,0.44,0.14,0.825,0.402,0.139,0.245,9.335548320060813
I,0.56,0.435,0.135,0.72,0.329,0.103,0.251,12.591064251787248
I,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,11.527858393203333
F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,11.33817732376683
F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,2.943979183613412
M,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,8.304624866566266
F,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,8.533665744153657
F,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,7.935258258736034
I,0.585,0.46,0.145,0.8465,0.339,0.167,0.295,8.127446150073975
M,0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,6.172881289241245
I,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,7.903034866868401
F,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,9.160355465220611
M,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,7.3340423315024434
M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,8.240511013980349
M,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,9.695339087700535
M,0.6,0.48,0.09,1.05,0.457,0.2685,0.28,6.898830630002836
M,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,14.369249042987327
M,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,6.179093249554926
M,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,7.079350321205964
M,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10.791101337822608
F,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,9.512464787154814
F,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,11.683290958148282
F,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,8.963280858910423
F,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,9.644705939401787
M,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,13.079616568110808
M,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,8.092064605101129
M,0.63,0.505,0.175,1.221,0.555,0.252,0.34,10.286773694463959
F,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,9.649142045615225
M,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,10.27061890387846
M,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,8.209883875486323
M,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,12.679697786188411
M,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,10.739571553725495
M,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,7.87227182792873
F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,9.740491703968205
M,0.64,0.515,0.08,1.042,0.515,0.1755,0.175,9.28127043549802
M,0.65,0.52,0.155,1.368,0.6185,0.288,0.365,12.290571811461291
M,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,13.072669740679542
F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,13.485097860235784
F,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,11.837604419262385
F,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,10.581527367257065
M,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,15.733105881384448
F,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,8.291040871165698
M,0.71,0.565,0.2,1.601,0.706,0.321,0.45,10.254544800425819
M,0.72,0.55,0.205,2.165,1.1055,0.525,0.404,9.256251130109584
M,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,11.269680023328135
I,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,6.341084420347797
I,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4.799383533928835
I,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,4.00130712326457
I,0.32,0.235,0.09,0.183,0.098,0.0335,0.042,3.667705457258396
I,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,12.190265037726476
I,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,8.122048144168168
I,0.36,0.27,0.09,0.232,0.12,0.0435,0.056,9.716105925570083
I,0.375,0.265,0.095,0.196,0.085,0.042,0.0585,0.8588595818774882
I,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,4.0602348339843335
